hospital_name,facility_type,district,latitude,longitude,ownership_type,ownership_encoded,tier,tier_encoded,specialties,opd_fee_npr,emergency_available,bed_capacity,rating,ambulance_service,parking_available,phone
guthiparsauni aaurberd aausadhalay,hospital,Kathmandu,27.3996505164282,83.8094329896791,Private,2,Premium,2,"Orthopedics, Gastroenterology, Infectious Disease, General Surgery, Dermatology, Neurology",1112,True,225,3.7,True,True,
भेडामारा उप स्वास्थ चौकी,hospital,Butwal,27.8376788856303,83.0703353756637,Private,2,Premium,2,"Cardiology, Gastroenterology, Neurology, General Surgery, General Medicine, Dermatology",1617,True,287,4.5,True,True,
"Aadharbhut Swasthya Sewa Kendra, Basa Dada",clinic,Hetauda,28.3829002293953,82.8768597603849,Private,2,Standard,1,Dermatology,1125,False,0,3.8,False,True,
रौनियार मेडिकल,clinic,Butwal,28.1289269706762,82.2965453996891,Private,2,Budget,0,"General Medicine, Infectious Disease",520,False,0,3.4,False,False,
Luvu Polyoclinic,clinic,Kathmandu,27.642477185031,85.3759843736329,Private,2,Standard,1,"General Medicine, Dermatology",942,True,0,4.1,True,True,
Shrestha Clinic,clinic,Bhaktapur,,,Private,2,Standard,1,"General Medicine, Dermatology",567,False,0,3.1,False,True,
Budhhabasti Basic Health Care Center,clinic,Butwal,28.6231294300236,80.483236066906,Private,2,Standard,1,"Gastroenterology, Infectious Disease",604,True,0,3.8,False,False,
Mantra Hospital,hospital,Baglung,,,Private,2,Premium,2,"Cardiology, General Medicine, Pulmonology, Urology, Orthopedics, Neurology",2387,True,202,3.6,True,True,
Pelka Chaur BHCC,clinic,Itahari,28.05307124987,83.8413503549544,Private,2,Budget,0,"Gastroenterology, Dermatology, Infectious Disease",228,False,0,2.7,False,False,
Nawa Buddha,hospital,Makwanpur,,,Private,2,Premium,2,"Neurology, Endocrinology, Urology, Dermatology, Cardiology, Pulmonology",2145,True,116,3.8,True,False,
Innovative Hospitality Services Pvt.Ltd,clinic,Kathmandu,27.6829941315053,85.3426407437136,Private,2,Budget,0,Infectious Disease,226,True,0,2.8,True,False,
Primary Heath Care Center Rampur,clinic,Gorkha,26.7025122906042,85.9363108289259,Private,2,Budget,0,"Infectious Disease, General Medicine, Dermatology",350,False,0,3.4,False,False,
Kamal Health Clinic 1 Parsagadhi MP,clinic,Banke,27.1781863853485,84.8660888960688,Private,2,Budget,0,"General Medicine, Gastroenterology",395,False,0,3.4,False,True,
Adharbhut Health Center,clinic,Dharan,27.6545299426993,86.0717769687215,Private,2,Budget,0,"General Medicine, Infectious Disease",405,False,0,3.0,False,False,
स्वास्थ्य चौकी राङ्कोट,clinic,Kathmandu,28.4932441289991,82.5497817214812,Private,2,Budget,0,Dermatology,249,True,0,3.1,False,False,
Thulu Vaccination Center,clinic,Birgunj,27.4717671540476,86.8028711224916,Private,2,Budget,0,General Medicine,516,False,0,2.9,False,False,
General Hospital and Trauma Care Center,hospital,Biratnagar,26.4537186289512,87.2844096996104,Private,2,Premium,2,"General Surgery, Urology, Endocrinology, Pulmonology, General Medicine, Cardiology",2540,True,233,4.0,True,True,
Korja Community Health Care Unit,clinic,Banke,28.5487231917333,82.6365355927935,Private,2,Budget,0,"Gastroenterology, Infectious Disease, General Medicine",410,False,0,3.3,False,False,
Lamki Chuha Hospital,hospital,Gorkha,28.6380751177533,81.1286777314409,Private,2,Premium,2,"Dermatology, Gastroenterology, Orthopedics, Endocrinology, General Surgery, Neurology",1477,True,477,4.9,True,True,
Gonarpura Swastha Chowki,clinic,Myagdi,26.726369869245,85.805534363956,Private,2,Standard,1,Infectious Disease,1385,False,0,3.0,False,False,
Basic Health Center Yoginiya,clinic,Butwal,26.5198550301134,86.8673205818212,Private,2,Budget,0,"General Medicine, Infectious Disease",506,False,0,2.5,False,False,
मरेङ स्वास्थ्य चौकि,hospital,Sarlahi,28.0503399229019,83.1912899264948,Private,2,Premium,2,"Pulmonology, Gastroenterology, Orthopedics, Infectious Disease, Dermatology, General Surgery",2612,True,476,4.1,True,True,
Pancham Aayurbed Clinic,clinic,Pokhara,28.2062033402512,83.9932172808706,Private,2,Standard,1,"General Medicine, Infectious Disease, Dermatology",1175,False,0,3.9,False,True,
Swasthya Chauki Gaam,clinic,Hetauda,28.3639583855086,82.8583297194011,Private,2,Budget,0,"Dermatology, General Medicine, Infectious Disease",519,False,0,3.1,False,False,
Alive Health Clinic Pvt.Ltd,clinic,Kathmandu,27.6764665567709,85.3464490614204,Private,2,Budget,0,"General Medicine, Dermatology",205,False,0,3.1,False,False,
HTC Centre,hospital,Chitwan,28.1052994752774,83.8738553754613,Private,2,Standard,1,"Neurology, Dermatology, Pulmonology, Orthopedics",964,True,199,3.2,True,False,
Setidobhan BHCC,clinic,Pokhara,28.1577671716585,83.8167504749686,Private,2,Standard,1,General Medicine,893,False,0,3.3,True,False,
कुची स्वास्थ्य चौकी,hospital,Pokhara,29.0569945917385,81.4137435761631,Private,2,Standard,1,"Endocrinology, General Surgery, Cardiology, Urology",975,True,69,3.8,True,False,
जिल्ला अस्पताल रौतहट,hospital,Butwal,26.7650319843661,85.2740256461448,Private,2,Standard,1,"Cardiology, Gastroenterology, General Surgery, Neurology",1314,False,178,4.0,True,True,
Gamaudi Sub Health Post,hospital,Kathmandu,28.8345999855875,81.6427229216281,Private,2,Premium,2,"Dermatology, Gastroenterology, General Medicine, Pulmonology, General Surgery, Infectious Disease",1876,True,141,3.7,True,True,9864943752
Majhgau gaughar Clinic,clinic,Birgunj,28.7912689827608,80.6225468180492,Private,2,Standard,1,Dermatology,1401,False,0,3.4,False,False,
Banauli Danauli BHCC,clinic,Sunsari,26.684078976783,85.8873500370136,Private,2,Standard,1,Gastroenterology,1135,False,0,3.0,False,True,
Radhe Radhe  Pharmacy & Pathology lab,clinic,Kathmandu,27.6774091856018,85.3982289388271,Private,2,Standard,1,"Dermatology, General Medicine, Infectious Disease",1134,True,0,3.2,False,False,
Nepal Anti Tuberclosis Association (NATA) MORANG,hospital,Biratnagar,26.4589523731117,87.2845690395897,Private,2,Premium,2,"Endocrinology, Pulmonology, General Surgery, Infectious Disease, Dermatology, Neurology",1207,True,449,3.7,False,False,
"Urban Health Centre, Khoria",clinic,Butwal,26.7926145645962,87.3018344190227,Private,2,Budget,0,"Infectious Disease, General Medicine",373,False,0,2.8,False,False,
Biruwa Swastha Clinic,clinic,Kathmandu,27.6649656636075,85.3668942834603,Private,2,Budget,0,"Dermatology, Gastroenterology",533,False,0,2.7,False,True,
कोर्चाबाङ स्वास्थय चौकी,clinic,Lalitpur,28.3720015759748,82.5377120323685,Private,2,Budget,0,"Dermatology, General Medicine",545,False,0,3.0,True,True,
ktm metropolitan community city health clinic,clinic,Nepalgunj,,,Community/NGO,1,Budget,0,"Dermatology, Gastroenterology",600,False,0,2.9,False,False,
Aadharbhut Health Center,clinic,Lalitpur,27.0520934764149,85.6387252707096,Private,2,Budget,0,"Dermatology, Gastroenterology",213,True,0,3.1,False,False,
आधारभूत स्वास्थ्य केन्द्र भुलु,clinic,Kaski,28.8591784917203,81.5049285405881,Private,2,Standard,1,"Gastroenterology, Dermatology, General Medicine",964,False,0,3.8,True,False,
MHP Bajkateri SHP,hospital,Kathmandu,28.1978269691337,83.0685369545187,Private,2,Premium,2,"Cardiology, Pulmonology, Infectious Disease, Endocrinology, General Medicine, Orthopedics",2059,True,483,4.3,True,True,
Sk Cecil Nursing Home,hospital,Dharan,27.0282821658795,85.0094985655019,Private,2,Premium,2,"Gastroenterology, Infectious Disease, General Surgery, General Medicine, Dermatology, Endocrinology",1672,True,318,4.3,False,True,
दिर्घजीवन स्वास्थ्य सेवा तथा अनुसन्धान केन्द्र प्रा. लि,hospital,Kathmandu,27.6934254938238,85.3146970710947,Private,2,Standard,1,"Orthopedics, Urology, General Medicine, Dermatology",1101,False,128,4.0,True,True,
Panditkanla Basic Health Center,hospital,Itahari,28.4972462363074,81.8470109405437,Private,2,Premium,2,"Orthopedics, Gastroenterology, General Medicine, Pulmonology, Neurology, Endocrinology",1394,True,361,4.8,True,True,
New Buddha X-Ray Service,clinic,Kathmandu,27.5166572746837,83.4536291627714,Private,2,Budget,0,General Medicine,255,False,0,3.0,False,False,
Pharmacy and Clinic,clinic,Kathmandu,27.6863712841129,85.2766418895824,Private,2,Standard,1,"Infectious Disease, Gastroenterology, General Medicine",605,False,0,3.4,False,False,
Urban Health Centre 03,clinic,Morang,26.7054050530274,87.6782366891602,Private,2,Standard,1,"Dermatology, Infectious Disease",512,False,0,3.6,True,True,
Shanti Sewa Griha,hospital,Lalitpur,,,Private,2,Premium,2,"Pulmonology, Infectious Disease, Cardiology, General Surgery, Neurology, Orthopedics",2218,True,442,4.8,True,False,
"सामुदायिक स्वास्थ्य इकाई, गंगटे",hospital,Nepalgunj,28.2627600642764,81.949369065718,Private,2,Premium,2,"Urology, General Surgery, Cardiology, Endocrinology, Gastroenterology, Infectious Disease",2460,True,475,4.5,True,True,9748529955
सुपर भिजन अाँखा क्लिनीक तथा चस्म केन्द्र,clinic,Kathmandu,27.74718517676,85.3175793561389,Private,2,Standard,1,"Dermatology, Gastroenterology",569,False,0,3.9,False,True,
सुब्बा मेडिकल सेन्टर प्रा. लि,hospital,Kathmandu,27.7378196572491,85.3230410880658,Private,2,Premium,2,"Dermatology, Endocrinology, General Surgery, General Medicine, Urology, Gastroenterology",2214,True,443,4.8,True,True,
Om Sanjivani Diagnostics Pvt. Ltd.,doctors,Kathmandu,27.6781983417855,85.3025401263698,Private,2,Budget,0,General Medicine,299,False,0,3.0,True,False,
"Sahari Swasthya Kendra , Chamkipur",hospital,Kathmandu,27.5137519394057,83.686157154583,Private,2,Premium,2,"Orthopedics, Endocrinology, Cardiology, Neurology, Infectious Disease, General Medicine",2852,True,462,4.0,True,True,
Basic Health Care Center,clinic,Dharan,28.2658341272653,83.5627882803617,Private,2,Budget,0,"Gastroenterology, Dermatology",493,False,0,3.4,False,False,
"आधारभुत स्वास्थ्य केन्द्र, बबर्पुर",hospital,Pokhara,28.1905136747958,82.090708069791,Private,2,Premium,2,"Infectious Disease, Neurology, Gastroenterology, General Medicine, General Surgery, Endocrinology",1258,True,464,4.9,True,True,
MEDICAL HOUSE,hospital,Birgunj,26.6850026625127,87.991005059147,Private,2,Premium,2,"Pulmonology, General Surgery, Neurology, Infectious Disease, Endocrinology, Cardiology",2305,True,275,4.8,True,True,
Gedahi Guthi Health Post,clinic,Banke,26.9279259744592,85.319280463388,Private,2,Budget,0,General Medicine,460,False,0,3.2,False,False,
Aarogya Hospital,hospital,Dharan,27.5271600508172,83.4558021711691,Private,2,Standard,1,"Infectious Disease, Urology, General Medicine, Pulmonology",762,False,145,3.9,False,True,
आधारभूत स्वास्थ्य केन्द्र,clinic,Banke,27.0301551859627,84.8825759319731,Private,2,Budget,0,"General Medicine, Gastroenterology, Dermatology",381,True,0,3.0,False,False,
Amarout swasthya chauki,hospital,Syangja,27.5698471558422,83.6282558894697,Private,2,Premium,2,"General Medicine, Pulmonology, Orthopedics, Gastroenterology, Urology, Dermatology",1862,True,241,3.8,True,True,
Bhajani PHC,hospital,Pokhara,28.5020651600799,80.9675474614136,Private,2,Premium,2,"Endocrinology, General Surgery, Cardiology, Dermatology, Urology, Neurology",1985,True,101,4.7,False,True,
Koshi Zonal Hospital,hospital,Kathmandu,,,Private,2,Premium,2,"General Surgery, Neurology, Infectious Disease, Endocrinology, Gastroenterology, Cardiology",2484,True,354,3.5,True,True,021-530103
Dhan Laxmi Mdecal Hal,clinic,Kathmandu,26.6569588261509,86.1948059567691,Private,2,Budget,0,"Infectious Disease, General Medicine, Dermatology",517,True,0,2.8,False,False,
Swastha Chauki Gadhiya,clinic,Hetauda,26.6689319557391,86.4813231280258,Private,2,Standard,1,"Dermatology, General Medicine",955,False,0,3.4,False,False,
PMTCT Center,hospital,Dolpa,28.1050723257014,83.873962663822,Private,2,Premium,2,"Endocrinology, Gastroenterology, Pulmonology, Infectious Disease, Cardiology, General Surgery",1380,True,261,4.8,True,True,
इकरा पोलिक्लिनिक एण्ड डाइगनोष्टिक सेन्टर प्रालि,clinic,Birgunj,28.0591684976956,81.6786887461363,Private,2,Budget,0,Infectious Disease,324,False,0,2.9,False,False,
kantipur dental,hospital,Morang,27.6962800347685,84.4221149914887,Private,2,Premium,2,"Urology, Orthopedics, General Surgery, Cardiology, Gastroenterology, Dermatology",1281,True,419,3.7,True,True,
Siddhartha Poly Clinic,clinic,Kathmandu,27.7061564312779,85.3200581363644,Private,2,Budget,0,"General Medicine, Infectious Disease",222,False,0,2.7,False,False,
Health Post Bashahiya,clinic,Bardiya,26.6941742247843,85.9073536165753,Private,2,Budget,0,"Gastroenterology, Dermatology, General Medicine",230,False,0,2.9,False,False,
UP Swastha Chauki,clinic,Morang,26.9909266218252,84.9241637503969,Private,2,Budget,0,"Gastroenterology, Infectious Disease",265,False,0,2.8,False,True,
Bishnupur BHCC,clinic,Banke,26.7358181181403,86.2611856845804,Private,2,Standard,1,"Infectious Disease, General Medicine, Gastroenterology",819,False,0,3.8,False,True,
Aayutved Or Panchkarm Centre,clinic,Myagdi,27.0152625556801,84.8782348605005,Private,2,Standard,1,Dermatology,1098,False,0,3.3,False,True,
Laligurans Urban Health Care Center,clinic,Bhaktapur,28.6604990556753,80.4141202344417,Private,2,Standard,1,Gastroenterology,946,True,0,3.3,False,True,
Srijanshil Healthcare Daigonostic Center Pvt.Ltd,clinic,Kathmandu,27.6787376334357,85.343798787456,Private,2,Budget,0,"Dermatology, Gastroenterology",462,False,0,3.3,True,True,
Forward Community Health Care Pvt Ltd,clinic,Biratnagar,26.5719108397725,87.2827987816395,Private,2,Budget,0,"Gastroenterology, Dermatology, Infectious Disease",533,False,0,3.1,False,False,
खुमेल स्वास्थ्य चौकि,clinic,Kathmandu,28.2785891207815,82.6915435925694,Private,2,Budget,0,"General Medicine, Infectious Disease, Dermatology",586,True,0,2.8,False,False,
मथुरा आधारभुत स्वस्थ्य ईकाइ स.न.पा.-५ अर्घाखाँची,hospital,Lalitpur,27.96859734004,83.1898574592425,Private,2,Premium,2,"Urology, Pulmonology, Cardiology, Gastroenterology, General Medicine, Dermatology",1732,True,179,4.3,True,True,
बडे पिपल आयुर्वेदिक औषधालय,clinic,Lalitpur,28.5240611180259,82.0192641637203,Private,2,Budget,0,Dermatology,359,False,0,2.7,False,True,
"Bharadha Hospital, Bharadaha",hospital,Rupandehi,,,Private,2,Standard,1,"General Surgery, Urology, Orthopedics, Cardiology",1097,False,64,4.0,True,False,
Prakash poly clinic,clinic,Kathmandu,27.6959138294189,85.3072492472108,Private,2,Budget,0,"Gastroenterology, General Medicine, Dermatology",477,True,0,3.1,False,False,
Bebistithngar Health Post,hospital,Itahari,28.600738265343,81.1518405341277,Private,2,Premium,2,"Endocrinology, Neurology, Gastroenterology, Cardiology, Dermatology, Urology",2588,True,372,3.6,True,True,
आधारभुत स्वास्थ्य चौकी,clinic,Pokhara,27.5708331191125,84.5537642640361,Private,2,Budget,0,"General Medicine, Infectious Disease",274,False,0,3.3,False,False,
Crimson,hospital,Makwanpur,27.6336784498126,83.4705939671566,Private,2,Premium,2,"Infectious Disease, Endocrinology, Urology, Pulmonology, Neurology, Orthopedics",1301,True,257,4.2,True,True,
Mechi Zonal Hospital,hospital,Banke,,,Private,2,Premium,2,"Infectious Disease, Neurology, Cardiology, General Medicine, Gastroenterology, Dermatology",1961,True,224,4.4,True,True,
Easy Care,clinic,Biratnagar,26.5723838305686,87.2794112354719,Private,2,Budget,0,Gastroenterology,358,True,0,2.7,True,False,
Paroha Hospital Laukaha,clinic,Lalitpur,26.8480948846159,85.2378539620947,Private,2,Standard,1,"General Medicine, Infectious Disease, Gastroenterology",1117,False,0,4.2,True,True,
Mental Hospital,hospital,Chitwan,,,Private,2,Premium,2,"General Surgery, Dermatology, Infectious Disease, Cardiology, Pulmonology, Endocrinology",1702,True,229,4.9,True,True,
लाइफ लाइन जनरल हस्पिटल प्रा.लि,hospital,Sarlahi,28.0549509754757,81.6221425833091,Private,2,Premium,2,"Endocrinology, Pulmonology, Orthopedics, Infectious Disease, General Surgery, Gastroenterology",1596,True,185,4.5,True,True,
Gautam Buddha Community Heart Hospital,hospital,Lalitpur,,,Private,2,Premium,2,"Cardiology, Neurology, Infectious Disease, Orthopedics, Pulmonology, Urology",1755,False,254,4.7,True,True,
धन्वन्तरि आयुर्वेद क्लिनिक,clinic,Palpa,26.6426972693583,87.9898849854259,Private,2,Budget,0,"Gastroenterology, Infectious Disease",204,True,0,3.1,False,False,
